iter	Accuracy	MultiClass
932	0.5963821045	1.705123821
933	0.5963821045	1.705018385
934	0.5964106368	1.704842734
935	0.596239443	1.704641001
936	0.5964677014	1.704223493
937	0.5964677014	1.704046838
938	0.5964391691	1.703830729
939	0.5964106368	1.70368751
940	0.5964677014	1.70342392
941	0.5965532983	1.70324381
942	0.5966388952	1.702944444
943	0.5966103629	1.702830315
944	0.5966674275	1.702655109
945	0.5967530244	1.70239542
946	0.5967530244	1.702150444
947	0.5967815567	1.701912377
948	0.596810089	1.701716552
949	0.5968386213	1.701516826
950	0.5967530244	1.701306289
951	0.5968386213	1.701095863
952	0.596810089	1.701004694
953	0.5968386213	1.700772423
954	0.5968671536	1.700713352
955	0.5968956859	1.70058139
956	0.5968956859	1.700328612
957	0.5969527505	1.700142149
958	0.5970098151	1.699885804
959	0.597095412	1.699738796
960	0.597095412	1.699569385
961	0.5971239443	1.699351938
962	0.5971524766	1.699169487
963	0.5973236704	1.698874914
964	0.5973522027	1.698777948
965	0.5973522027	1.69872211
966	0.5974663319	1.698562619
967	0.5974948642	1.698359549
968	0.5974948642	1.698256565
969	0.5974948642	1.698088603
970	0.5974663319	1.697943936
971	0.5975804611	1.697790352
972	0.5976375257	1.697647467
973	0.5976089934	1.697562874
974	0.5975804611	1.697333612
975	0.5975804611	1.697171335
976	0.5976089934	1.696991113
977	0.5976945903	1.696776006
978	0.5978372518	1.69659233
979	0.5978087195	1.696302214
980	0.5978943164	1.695971529
981	0.5978943164	1.695840905
982	0.5980369779	1.695633043
983	0.5979228487	1.695498183
984	0.5978943164	1.695365775
985	0.5979228487	1.695109319
986	0.597951381	1.694892763
987	0.5978657841	1.694682672
988	0.5978657841	1.694564307
989	0.5980084456	1.694194056
990	0.5981796394	1.694008485
991	0.5982081717	1.693864709
992	0.5980369779	1.693673007
993	0.5980940425	1.693512959
994	0.5980940425	1.693423127
995	0.5983508331	1.693191636
996	0.5983508331	1.693103364
997	0.5983508331	1.692893496
998	0.5984078977	1.692723194
999	0.5984078977	1.692528818
